<2016-10-03 15:13:28,989> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:27:12,690> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/dyzz/20161002/52100.html
<2016-10-03 15:27:12,740> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:27:12,747> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/dyzz/20161002/52087.html
<2016-10-03 15:27:12,813> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/dyzz/20161002/52086.html
<2016-10-03 15:27:12,885> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/dyzz/20161002/52085.html
<2016-10-03 15:27:12,927> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/dyzz/20160929/52073.html
<2016-10-03 15:27:12,982> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/dyzz/20160928/52066.html
<2016-10-03 15:27:13,058> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/dyzz/20160924/52032.html
<2016-10-03 15:27:13,107> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/dyzz/20160924/52030.html
<2016-10-03 15:27:13,244> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:lastest movies: Url:/html/gndy/dyzz/20161002/52101.html Title:2016年犯罪剧情传记《潜伏者》BD中英双字幕
<2016-10-03 15:27:13,249> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:lastest movies: Url:/html/gndy/dyzz/20161002/52100.html Title:2016年动作喜剧《赏金猎人》BD国粤双语中字
<2016-10-03 15:27:13,252> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:lastest movies: Url:/html/gndy/dyzz/20161002/52087.html Title:2016年奇幻动画《大鱼海棠》HD国语中字
<2016-10-03 15:27:13,255> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:lastest movies: Url:/html/gndy/dyzz/20161002/52086.html Title:2016年动作《使徒行者》HD国语中字
<2016-10-03 15:27:13,257> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:lastest movies: Url:/html/gndy/dyzz/20161002/52085.html Title:2016年获奖剧情《喊·山/喊山》HD国语中字
<2016-10-03 15:27:13,262> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:lastest movies: Url:/html/gndy/dyzz/20160929/52073.html Title:2016年奇幻《爱丽丝梦游仙境2：镜中奇遇记》国英双语BD
<2016-10-03 15:27:13,263> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:lastest movies: Url:/html/gndy/dyzz/20160928/52066.html Title:2016年科幻喜剧《超能敢死队加长版》BD中英双字幕
<2016-10-03 15:27:13,265> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:lastest movies: Url:/html/gndy/dyzz/20160924/52032.html Title:2016年科幻动作喜剧《超能敢死队》HD中英双字幕
<2016-10-03 15:27:13,266> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:lastest movies: Url:/html/gndy/dyzz/20160924/52030.html Title:2016年科幻动画《最终幻想15：王者之剑》BD中英双字幕
<2016-10-03 15:27:13,267> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:lastest movies: Url:/html/gndy/dyzz/20160923/52025.html Title:2016年冒险喜剧《瑞士军刀男》BD中英双字幕
<2016-10-03 15:27:13,269> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:lastest movies: Url:/html/gndy/dyzz/20160923/52024.html Title:2016年成龙动作喜剧《绝地逃亡》HD国语中字
<2016-10-03 15:27:13,270> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:lastest movies: Url:/html/gndy/dyzz/20160922/52018.html Title:2016年科幻动作《人类清除计划3》BD中英双字幕
<2016-10-03 15:27:13,276> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:lastest movies: Url:/html/gndy/dyzz/20160920/52002.html Title:2016年井柏然杨颖《微微一笑很倾城》HD国语中字
<2016-10-03 15:27:13,279> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:lastest movies: Url:/html/gndy/dyzz/20160919/51994.html Title:2016年奇幻《爱丽丝梦游仙境2：镜中奇遇记》HD中英双字
<2016-10-03 15:27:13,282> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:lastest movies: Url:/html/gndy/dyzz/20160919/51993.html Title:2016年奇幻悬疑动作《盗墓笔记》HD国语中字
<2016-10-03 15:27:13,282> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/dyzz/20161002/52101.html
<2016-10-03 15:27:13,345> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/dyzz/20161002/52100.html
<2016-10-03 15:27:13,391> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/dyzz/20161002/52087.html
<2016-10-03 15:27:13,454> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/dyzz/20161002/52086.html
<2016-10-03 15:27:13,499> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/dyzz/20160923/52025.html
<2016-10-03 15:27:13,523> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/dyzz/20161002/52085.html
<2016-10-03 15:27:13,582> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/dyzz/20160923/52024.html
<2016-10-03 15:27:13,585> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/dyzz/20160929/52073.html
<2016-10-03 15:27:13,654> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/dyzz/20160928/52066.html
<2016-10-03 15:27:13,670> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/dyzz/20160922/52018.html
<2016-10-03 15:27:13,782> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/dyzz/20160924/52032.html
<2016-10-03 15:27:13,816> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/dyzz/20160920/52002.html
<2016-10-03 15:27:13,947> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/dyzz/20160919/51994.html
<2016-10-03 15:27:13,950> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/dyzz/20160924/52030.html
<2016-10-03 15:27:14,013> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/dyzz/20160919/51993.html
<2016-10-03 15:27:14,022> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/dyzz/20160923/52025.html
<2016-10-03 15:27:14,078> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/dyzz/20160923/52024.html
<2016-10-03 15:27:14,141> ERROR/dytt_spider/getHomePageMovieDetail, Line:169: get url :http://www.ygdy8.net/html/gndy/dyzz/20160919/51993.html failed
<2016-10-03 15:27:14,141> INFO/dytt_spider/print_all_movies_detail, Line:137: movie_list len :14
<2016-10-03 15:27:14,142> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年犯罪剧情传记《潜伏者》BD中英双字幕 ReleaseTime:发布时间：2016-10-03 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160930/23/178343444201609302309434148739122358_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20161002/23/178343444201610022328292485085845443_001.jpg FtpURL:ftp://ygdy8:ygdy8@yg09.dydytt.net:6001/[阳光电影www.ygdy8.com].潜伏者.BD.720p.中英双字幕.rmvb
<2016-10-03 15:27:14,142> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年动作喜剧《赏金猎人》BD国粤双语中字 ReleaseTime:发布时间：2016-10-03 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160906/16/178343444201609061642092927346408251_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20161002/23/178343444201610022328292485085845443_000.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:8163/[阳光电影www.ygdy8.com].赏金猎人.BD.720p.国粤双语中字.mkv
<2016-10-03 15:27:14,142> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年奇幻动画《大鱼海棠》HD国语中字 ReleaseTime:发布时间：2016-10-02 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160930/23/178343444201609302309434148739122358_001.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20161002/08/178343444201610020800121478877473420_001.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:9129/[阳光电影www.ygdy8.com].大鱼海棠.HD.720p.国语中字.mkv
<2016-10-03 15:27:14,144> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年动作《使徒行者》HD国语中字 ReleaseTime:发布时间：2016-10-02 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20161002/08/178343444201610020800121478877473420_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20161002/08/178343444201610020800121478877473420_003.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:8162/[阳光电影www.ygdy8.com].使徒行者.HD.720p.国语中字.rmvb
<2016-10-03 15:27:14,144> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年获奖剧情《喊·山/喊山》HD国语中字 ReleaseTime:发布时间：2016-10-02 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160930/23/178343444201609302309434148739122358_002.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20161002/08/178343444201610020800121478877473420_002.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:8190/[阳光电影www.ygdy8.com].喊·山.HD.720p.国语中字.rmvb
<2016-10-03 15:27:14,144> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年奇幻《爱丽丝梦游仙境2：镜中奇遇记》国英双语BD中英双字幕 ReleaseTime:发布时间：2016-09-29 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160919/15/178343444201609191555233212273664557_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160929/21/178343444201609292118161122819177158_002.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:8160/[阳光电影www.ygdy8.com].爱丽丝梦游仙境2：镜中奇遇记.BD.720p.国英双语.中英双字幕.mkv
<2016-10-03 15:27:14,144> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年科幻喜剧《超能敢死队加长版》BD中英双字幕 ReleaseTime:发布时间：2016-09-28 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160923/22/178343444201609232227037431020378995_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160928/21/178343444201609282144554182126347367_000.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:8188/[阳光电影www.ygdy8.com].超能敢死队加长版.BD.720p.中英双字幕.rmvb
<2016-10-03 15:27:14,144> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年科幻动作喜剧《超能敢死队》HD中英双字幕 ReleaseTime:发布时间：2016-09-24 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160923/22/178343444201609232227037431020378995_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160924/16/178343444201609241623193410982467129_002.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:9185/[阳光电影www.ygdy8.com].超能敢死队.HD.720p.中英双字幕.rmvb
<2016-10-03 15:27:14,145> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年科幻动画《最终幻想15：王者之剑》BD中英双字幕 ReleaseTime:发布时间：2016-09-24 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160830/20/178343444201608302052536945126763380_001.jpg" width="580" height="1097 summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160831/15/178343444201608311537556067241435792_003.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:8185/[阳光电影www.ygdy8.com].最终幻想15：王者之剑.BD.720p.中英双字幕.rmvb
<2016-10-03 15:27:14,145> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年冒险喜剧《瑞士军刀男》BD中英双字幕 ReleaseTime:发布时间：2016-09-23 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160922/10/178343444201609221048272281012728486_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160923/22/178343444201609232227037431020378995_001.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:9184/[阳光电影www.ygdy8.com].瑞士军刀男.BD.720p.中英双字幕.rmvb
<2016-10-03 15:27:14,145> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年成龙动作喜剧《绝地逃亡》HD国语中字 ReleaseTime:发布时间：2016-09-23 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160902/16/178343444201609021613277177824982908_002.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160923/15/178343444201609231528352258475053572_000.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:8158/[阳光电影www.ygdy8.com].绝地逃亡.HD.720p.国语中字.rmvb
<2016-10-03 15:27:14,147> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年科幻动作《人类清除计划3》BD中英双字幕 ReleaseTime:发布时间：2016-09-22 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160922/10/178343444201609221048272281012728486_001.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160922/20/178343444201609222046081876267291436_000.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:9126/[阳光电影www.ygdy8.com].人类清除计划3.BD.720p.中英双字幕.rmvb
<2016-10-03 15:27:14,147> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年井柏然杨颖《微微一笑很倾城》HD国语中字 ReleaseTime:发布时间：2016-09-20 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160920/15/178343444201609201523295497813491460_002.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160920/15/178343444201609201523295497813491460_000.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:9181/[阳光电影www.ygdy8.com].微微一笑很倾城.HD.720p.国语中字.rmvb
<2016-10-03 15:27:14,148> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年奇幻《爱丽丝梦游仙境2：镜中奇遇记》HD中英双字幕 ReleaseTime:发布时间：2016-09-19 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160919/15/178343444201609191555233212273664557_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160919/15/178343444201609191555233212273664557_001.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:9123/[阳光电影www.ygdy8.com].爱丽丝梦游仙境2：镜中奇遇记.HD.720p.中英双字幕.rmvb
<2016-10-03 15:27:14,335> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:classis movies: Url:/html/gndy/jddy/20160930/52080.html Title:2016年动作《美国迦顿》BD中英双字幕
<2016-10-03 15:27:14,335> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:classis movies: Url:/html/gndy/jddy/20160930/52079.html Title:2016年悬疑恐怖《诡新娘/鬼新娘》HD国语中字
<2016-10-03 15:27:14,336> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:classis movies: Url:/html/gndy/jddy/20160929/52072.html Title:2016年爱情喜剧《我最好朋友的婚礼》HD国语中字
<2016-10-03 15:27:14,336> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:classis movies: Url:/html/gndy/jddy/20160929/52071.html Title:2015年科幻《森林深处/进入森林》BD中英双字幕
<2016-10-03 15:27:14,336> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:classis movies: Url:/html/gndy/jddy/20160928/52065.html Title:2016年悬疑恐怖《安娜华特的离奇命运》BD中英双字幕
<2016-10-03 15:27:14,338> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:classis movies: Url:/html/gndy/jddy/20160927/52059.html Title:2015年奇幻动作《麦斯卡：黑暗孢子》BD中英双字幕
<2016-10-03 15:27:14,338> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:classis movies: Url:/html/gndy/jddy/20160927/52058.html Title:2016年悬疑惊悚《张震讲故事之合租屋》HD国语中字
<2016-10-03 15:27:14,338> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:classis movies: Url:/html/gndy/jddy/20160926/52052.html Title:2016年伍迪·艾伦执导喜剧《咖啡公社》BD中英双字幕
<2016-10-03 15:27:14,338> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:classis movies: Url:/html/gndy/jddy/20160926/52051.html Title:2016年恐怖《黑暗/米兰达街6号》BD中英双字幕
<2016-10-03 15:27:14,338> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:classis movies: Url:/html/gndy/jddy/20160926/52050.html Title:2016年爱情《爱情与友谊/情人与知己》BD中英双字幕
<2016-10-03 15:27:14,339> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:classis movies: Url:/html/gndy/jddy/20160925/52042.html Title:2016年科幻动作《独立日：卷土重来》HD中英双字幕
<2016-10-03 15:27:14,339> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:classis movies: Url:/html/gndy/jddy/20160923/52023.html Title:2016年冒险动作《终极硬汉》HD国语中字
<2016-10-03 15:27:14,339> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:classis movies: Url:/html/gndy/jddy/20160922/52017.html Title:2016年惠英红《幸运是我》HD国粤双语中字
<2016-10-03 15:27:14,341> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:classis movies: Url:/html/gndy/jddy/20160921/52010.html Title:2016年动作《泰山归来：险战丛林》HD中英双字幕
<2016-10-03 15:27:14,341> INFO/dytt_spider/printHomePageUrls, Line:160: Index type:classis movies: Url:/html/gndy/jddy/20160921/52009.html Title:2016年惊悚《悬案密码/信仰的阴谋》BD中英双字幕
<2016-10-03 15:27:14,341> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/jddy/20160930/52080.html
<2016-10-03 15:27:14,387> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/jddy/20160930/52079.html
<2016-10-03 15:27:14,437> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/jddy/20160929/52072.html
<2016-10-03 15:27:14,512> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/jddy/20160929/52071.html
<2016-10-03 15:27:14,573> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/jddy/20160928/52065.html
<2016-10-03 15:27:14,631> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/jddy/20160927/52059.html
<2016-10-03 15:27:14,749> ERROR/dytt_spider/getHomePageMovieDetail, Line:169: get url :http://www.ygdy8.net/html/gndy/jddy/20160927/52059.html failed
<2016-10-03 15:27:14,750> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/jddy/20160927/52058.html
<2016-10-03 15:27:14,815> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/jddy/20160926/52052.html
<2016-10-03 15:27:14,881> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/jddy/20160926/52051.html
<2016-10-03 15:27:14,940> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/jddy/20160926/52050.html
<2016-10-03 15:27:14,994> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/jddy/20160925/52042.html
<2016-10-03 15:27:15,072> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/jddy/20160923/52023.html
<2016-10-03 15:27:15,153> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/jddy/20160922/52017.html
<2016-10-03 15:27:15,203> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/jddy/20160921/52010.html
<2016-10-03 15:27:15,272> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/jddy/20160921/52009.html
<2016-10-03 15:27:15,326> INFO/dytt_spider/getHomePageMovieDetail, Line:166: http://www.ygdy8.net/html/gndy/dyzz/20160922/52018.html
<2016-10-03 15:27:15,404> ERROR/dytt_spider/getHomePageMovieDetail, Line:169: get url :http://www.ygdy8.net/html/gndy/jddy/20160921/52009.html failed
<2016-10-03 15:27:15,405> INFO/dytt_spider/print_all_movies_detail, Line:137: movie_list len :13
<2016-10-03 15:27:15,405> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年动作《美国迦顿》BD中英双字幕 ReleaseTime:发布时间：2016-09-30 majorPicUrl:http://pic.yupoo.com/st136386207/FRpQvDNX/uZJpF.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160930/23/178343444201609302309434148739122358_003.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:8161/[阳光电影www.ygdy8.com].美国迦顿.BD.720p.中英双字幕.rmvb
<2016-10-03 15:27:15,407> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年悬疑恐怖《诡新娘/鬼新娘》HD国语中字 ReleaseTime:发布时间：2016-09-30 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160929/21/178343444201609292118161122819177158_001.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160929/21/178343444201609292118161122819177158_003.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:9128/[阳光电影www.ygdy8.com].诡新娘.HD.720p.国语中字.rmvb
<2016-10-03 15:27:15,407> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年爱情喜剧《我最好朋友的婚礼》HD国语中字 ReleaseTime:发布时间：2016-09-29 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160929/21/178343444201609292118161122819177158_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160929/21/178343444201609292118161122819177158_005.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:8189/[阳光电影www.ygdy8.com].我最好朋友的婚礼.HD.720p.国语中字.rmvb
<2016-10-03 15:27:15,407> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2015年科幻《森林深处/进入森林》BD中英双字幕 ReleaseTime:发布时间：2016-09-29 majorPicUrl:http://pic.yupoo.com/hdarea/FSItZfkC/KpeVY.jpg" width="584" height="965 summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160929/21/178343444201609292118161122819177158_004.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:9127/[阳光电影www.ygdy8.com].森林深处.BD.720p.中英双字幕.rmvb
<2016-10-03 15:27:15,407> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年悬疑恐怖《安娜华特的离奇命运》BD中英双字幕 ReleaseTime:发布时间：2016-09-28 majorPicUrl:http://i4.buimg.com/567571/d641e18d115fbb45.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160915/23/178343444201609152325571634281224392_008.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:9189/[阳光电影www.ygdy8.com].安娜华特的离奇命运.BD.720p.中英双字幕.rmvb
<2016-10-03 15:27:15,408> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年悬疑惊悚《张震讲故事之合租屋》HD国语中字 ReleaseTime:发布时间：2016-09-27 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160924/16/178343444201609241623193410982467129_001.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160927/20/178343444201609272037093855499120263_000.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:8187/[阳光电影www.ygdy8.com].张震讲故事之合租屋.HD.720p.国语中字.mkv
<2016-10-03 15:27:15,408> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年伍迪·艾伦执导喜剧《咖啡公社》BD中英双字幕 ReleaseTime:发布时间：2016-09-26 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160926/16/178343444201609261607081361462535884_001.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160926/16/178343444201609261607081361462535884_003.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:8186/[阳光电影www.ygdy8.com].咖啡公社.BD.720p.中英双字幕.rmvb
<2016-10-03 15:27:15,410> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年恐怖《黑暗/米兰达街6号》BD中英双字幕 ReleaseTime:发布时间：2016-09-26 majorPicUrl:http://pic.yupoo.com/st136386207/FNxV6qvJ/D7Bi3.jpg" width="622" height="1503 summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160926/16/178343444201609261607081361462535884_002.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:9187/[阳光电影www.ygdy8.com].黑暗.BD.720p.中英双字幕.rmvb
<2016-10-03 15:27:15,410> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年爱情《爱情与友谊/情人与知己》BD中英双字幕 ReleaseTime:发布时间：2016-09-26 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160926/16/178343444201609261607081361462535884_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160926/16/178343444201609261607081361462535884_004.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:8159/[阳光电影www.ygdy8.com].爱情与友谊.BD.720p.中英双字幕.rmvb
<2016-10-03 15:27:15,411> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年科幻动作《独立日：卷土重来》HD中英双字幕 ReleaseTime:发布时间：2016-09-25 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160825/18/178343444201608251812092751987603105_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160925/21/178343444201609252143203351574538343_002.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:9186/[阳光电影www.ygdy8.com].独立日：卷土重来.HD.720p.中英双字幕.rmvb
<2016-10-03 15:27:15,411> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年冒险动作《终极硬汉》HD国语中字 ReleaseTime:发布时间：2016-09-23 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160923/11/178343444201609231102513385502791302_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160923/11/178343444201609231102513385502791302_001.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:8184/[阳光电影www.ygdy8.com].终极硬汉.HD.720p.国语中字.rmvb
<2016-10-03 15:27:15,411> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年惠英红《幸运是我》HD国粤双语中字 ReleaseTime:发布时间：2016-09-22 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160922/10/178343444201609221048272281012728486_002.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160922/18/178343444201609221841234203229929609_000.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:9183/[阳光电影www.ygdy8.com].幸运是我.HD.720p.国粤双语中字.mkv
